index,brand,product,name,specific,lightness,hex,lightToDark,numbers,id
1543,Natasha Denona,Foundation X+,NLight Medium,40,0.798039215686275,#E8CAAF,True,40.0,68.0
1544,Natasha Denona,Face Glow Foundation,LMN,40,0.666666666666667,#C8A58C,True,40.0,84.0
1545,It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,41,0.611764705882353,#D09868,True,41.0,75.0
1546,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,41,0.598039215686274,#C5936C,True,41.0,76.0
1547,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,41WY,0.825490196078431,#F0D1B5,True,41.0,67.0
1548,Dior,Diorskin Forever Undercover Foundation,Ochre,041,0.701960784313725,#EEA878,True,41.0,73.0
1549,La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Soft Cameo,41,0.609803921568628,#BF9878,True,41.0,47.0
1550,Natasha Denona,Foundation X+,YLight Medium,41,0.77843137254902,#E4C7A9,True,41.0,68.0
1551,It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Neutral,42,0.596078431372549,#D3965D,True,42.0,75.0
1552,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,042,0.615686274509804,#CF986B,True,42.0,57.0
1553,Clinique,Superbalanced Makeup,Neutral,42,0.76078431372549,#EFAD95,,42.0,
1554,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Warm Tan,42,0.582352941176471,#B48C75,True,42.0,60.0
1555,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,42NY,0.794117647058823,#EACAAB,True,42.0,67.0
1556,Natasha Denona,Foundation X+,WYMedium,42,0.788235294117647,#E3C9AF,True,42.0,68.0
1557,Natasha Denona,Face Glow Foundation,MY,42,0.670588235294118,#CFAE87,True,42.0,84.0
1558,It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,42.5,0.533333333333333,#B6855A,True,42.5,75.0
1559,It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,43,0.509803921568627,#B47E50,True,43.0,75.0
1560,Clinique,Superbalanced Makeup,Nude Beige,43,0.976470588235294,#F9F9F9,,43.0,
1561,La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Beige Nude,43,0.676470588235294,#D0A589,True,43.0,47.0
1562,It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,44,0.488235294117647,#B87241,True,44.0,75.0
1563,Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,Tan Sand,44S,0.603921568627451,#D49860,True,44.0,86.0
1564,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Praline,44,0.525490196078431,#A97E63,True,44.0,66.0
1565,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Almond,44,0.643137254901961,#C59D83,True,44.0,60.0
1566,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,44,0.576470588235294,#C88E5E,True,44.0,69.0
1567,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,045,0.633333333333333,#CF9B74,True,45.0,57.0
1568,ColourPop,Pretty Fresh Foundation,Light,45W,0.788235294117647,#E0C9B2,True,45.0,65.0
1569,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Tan Café Latte,45,0.476470588235294,#A56E4E,True,45.0,66.0
1570,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,45N,0.77843137254902,#E8CAA5,True,45.0,67.0
1571,Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,,045W,0.680392156862745,#DCA77F,True,45.0,44.0
1572,Dior,Diorskin Forever Undercover Foundation,Hazel Beige,045,0.662745098039216,#E29870,True,45.0,73.0
1573,Bite Beauty,Changemaker Supercharged Micellar Foundation,,L45,0.76078431372549,#E9B29B,True,45.0,82.0
1574,Natasha Denona,Foundation X+,NMedium,45,0.782352941176471,#DCC1B3,True,45.0,68.0
1575,Natasha Denona,Face Glow Foundation,MN,45,0.682352941176471,#CBA991,True,45.0,84.0
1576,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,45,0.564705882352941,#C5885B,True,45.0,69.0
1577,Catrice,True Skin Hydrating Foundation,Neutral Toffee,046,0.541176470588235,#C07A54,True,46.0,58.0
1578,Clinique,Stay Matte Oil-Free Makeup,Golden Neutral,WN 46,0.703921568627451,#E2B185,,46.0,
1579,Clinique,Beyond Perfecting Foundation + Concealer,Golden Neutral,WN 46,0.703921568627451,#E2B185,,46.0,
1580,Catrice,HD Liquid Coverage Foundation,Caramel Beige,046,0.547058823529412,#B68B61,True,46.0,59.0
1581,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Pecan,46,0.517647058823529,#A57E63,True,46.0,66.0
1582,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Almond Peach,46,0.637254901960784,#C6987F,True,46.0,60.0
1583,Tarte,Travel Size Face Tape Foundation,Tan Deep Sand,47S,0.582352941176471,#C48A65,True,47.0,85.0
1584,SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Cappuccino,47,0.584313725490196,#BB826F,True,47.0,70.0
1585,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,048,0.637254901960784,#CA9C7B,True,48.0,57.0
1586,Clinique,Beyond Perfecting Foundation + Concealer,Oat,WN 48,0.674509803921569,#DCA27C,,48.0,
1587,Catrice,HD Liquid Coverage Foundation,Desert Beige,048,0.519607843137255,#B18258,True,48.0,59.0
1588,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Golden Almond,48,0.572549019607843,#B48770,True,48.0,60.0
1589,SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Mocha,48,0.52156862745098,#AA7460,True,48.0,70.0
1590,Natasha Denona,Foundation X+,WMedium,48,0.713725490196078,#D0B09C,True,48.0,68.0
1591,It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Cool,50,0.492156862745098,#AA7451,True,50.0,75.0
1592,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,50,0.6,#CC9B66,True,50.0,76.0
1593,florence by mills,Like a Light Skin Tint,,LM050,0.656862745098039,#D2A07D,True,50.0,77.0
1594,ColourPop,Pretty Fresh Foundation,Light,50W,0.784313725490196,#E6C7AA,True,50.0,65.0
1595,ZOEVA,Authentik Skin Natural Luminous Foundation,Beautiful,050N,0.750980392156863,#E1BE9E,True,50.0,78.0
1596,Essence,Pretty Natural Hydrating Foundation,Neutral Champagne,50,0.627450980392157,#CD9B73,True,50.0,79.0
1597,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Mocha,50,0.472549019607843,#A6744B,True,50.0,66.0
1598,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Amber,50,0.576470588235294,#B58771,True,50.0,60.0
1599,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,50WN,0.664705882352941,#DBA778,True,50.0,67.0
1600,Dior,Diorskin Forever Undercover Foundation,Dark Beige,050,0.609803921568628,#D78660,True,50.0,73.0
1601,Josie Maran,Vibrancy Argan Oil Foundation Fluid,Juicy,RG50,0.709803921568627,#CBAE9F,True,50.0,74.0
1602,Natasha Denona,Foundation X+,WNWarm,50,0.784313725490196,#E4C2AC,True,50.0,68.0
1603,Shiseido,Sports BB SPF 50+,Shiseido Sports BB SPF,50,0.792156862745098,#F4C9A0,,50.0,
1604,Natasha Denona,Face Glow Foundation,MW,50,0.643137254901961,#C5A683,True,50.0,84.0
1605,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,50,0.6,#CA9368,True,50.0,69.0
1606,It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm,51,0.419607843137255,#9E6338,True,51.0,75.0
1607,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,051,0.627450980392157,#D19D6F,True,51.0,57.0
1608,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,51,0.590196078431373,#CB9262,True,51.0,76.0
1609,Dior,Diorskin Forever Undercover Foundation,Praline,051,0.594117647058824,#D18C5E,True,51.0,73.0
1610,It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Neutral,51.25,0.46078431372549,#9E6E4D,True,51.25,75.0
1611,It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm,51.5,0.411764705882353,#996239,True,51.5,75.0
1612,It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Cool,51.75,0.431372549019608,#9A6542,True,51.75,75.0
1613,It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm,52,0.362745098039216,#8E512B,True,52.0,75.0
1614,Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,Deep Neutral,52N,0.372549019607843,#8B5333,True,52.0,86.0
1615,Clinique,Stay Matte Oil-Free Makeup,Neutral,CN 52,0.696078431372549,#DDAB86,,52.0,
1616,Clinique,Beyond Perfecting Foundation + Concealer,Neutral,CN 52,0.696078431372549,#DDAB86,,52.0,
1617,Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Neutral,CN 52,0.719607843137255,#E6AE89,,52.0,
1618,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Cool Amber,52,0.554901960784314,#B1826A,True,52.0,60.0
1619,La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Warm Honey,52,0.549019607843137,#AA816E,True,52.0,47.0
1620,It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Neutral,53,0.415686274509804,#945E40,True,53.0,75.0
1621,Tarte,Travel Size Face Tape Foundation,Deep Golden,53G,0.47843137254902,#AF7245,True,53.0,85.0
1622,SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Dark Caramel,53,0.511764705882353,#A96A5C,True,53.0,70.0
1623,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Macchiato,53.5,0.53921568627451,#AB7D68,True,53.5,66.0
1624,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,53.5,0.566666666666667,#C08D61,True,53.5,69.0
1625,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,054,0.6,#C8996A,True,54.0,57.0
1626,Clinique,Beyond Perfecting Foundation + Concealer,Honey Wheat,WN 54,0.652941176470588,#D9A374,,54.0,
1627,Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Honey Wheat,WN 54,0.617647058823529,#D59566,,54.0,
1628,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Warm Amber,54,0.572549019607843,#B48770,True,54.0,60.0
1629,SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Truffle,54,0.515686274509804,#A36E64,True,54.0,70.0
1630,ColourPop,Pretty Fresh Foundation,Light,55N,0.782352941176471,#E2C2AD,True,55.0,65.0
1631,Catrice,HD Liquid Coverage Foundation,Warm Bamboo,055,0.588235294117647,#C1956B,True,55.0,59.0
1632,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Cocoa,55,0.396078431372549,#896041,True,55.0,66.0
1633,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,55WR,0.801960784313726,#F6C6A3,True,55.0,67.0
1634,Bite Beauty,Changemaker Supercharged Micellar Foundation,,M55,0.747058823529412,#E4B399,True,55.0,82.0
1635,Natasha Denona,Foundation X+,,55Wr,0.723529411764706,#E1B390,True,55.0,68.0
1636,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,55,0.590196078431373,#C99064,True,55.0,69.0
1637,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Milk Chocolate,56,0.472549019607843,#9A7057,True,56.0,66.0
1638,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Toffee,56,0.564705882352941,#B3836D,True,56.0,60.0
1639,SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,Mahogany Sephora Quality Way-Nice Price,56,0.631372549019608,#CB9977,True,56.0,72.0
1640,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Tea,56.5,0.535294117647059,#AA7767,True,56.5,66.0
1641,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,56.5,0.396078431372549,#8A6140,True,56.5,69.0
1642,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,057,0.566666666666667,#C18F60,True,57.0,57.0
1643,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Chocolate,57,0.431372549019608,#92694A,True,57.0,66.0
1644,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,57,0.47843137254902,#B07344,True,57.0,69.0
1645,It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Neutral,58,0.356862745098039,#7C4E3A,True,58.0,75.0
1646,Clinique,Stay Matte Oil-Free Makeup,Honey,CN 58,0.666666666666667,#DBA879,,58.0,
1647,Clinique,Beyond Perfecting Foundation + Concealer,Honey,CN 58,0.666666666666667,#DBA879,,58.0,
1648,Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Honey,CN 58,0.643137254901961,#D99F6F,,58.0,
1649,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Dark Chocolate,58,0.46078431372549,#906D5B,True,58.0,66.0
1650,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Toffee Peach,58,0.558823529411765,#B58168,True,58.0,60.0
1651,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,58Y,0.686274509803922,#DCAC82,True,58.0,67.0
1652,Natasha Denona,Foundation X+,,58Y,0.690196078431373,#E6B47A,True,58.0,68.0
1653,It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool,59,0.376470588235294,#895337,True,59.0,75.0
1654,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Mahogany,59,0.503921568627451,#A26F5F,True,59.0,66.0
1655,SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Ebony,59,0.507843137254902,#99736A,True,59.0,70.0
1656,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,59,0.427450980392157,#966844,True,59.0,69.0
1657,It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Warm,60,0.307843137254902,#73492A,True,60.0,75.0
1658,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,060,0.533333333333333,#B88558,True,60.0,57.0
1659,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,60,0.529411764705882,#BF814F,True,60.0,76.0
1660,florence by mills,Like a Light Skin Tint,,LM060,0.668627450980392,#D6A17F,True,60.0,77.0
1661,ColourPop,Pretty Fresh Foundation,Light,60N,0.747058823529412,#D7B9A6,True,60.0,65.0
1662,ZOEVA,Authentik Skin Natural Luminous Foundation,Brave,060N,0.754901960784314,#E7BD9A,True,60.0,78.0
1663,Catrice,HD Liquid Coverage Foundation,Latte Macchiato Beige,060,0.482352941176471,#A67950,True,60.0,59.0
1664,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Warm Toffee,60,0.552941176470588,#AF846B,True,60.0,60.0
1665,SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,Deep Ebony Sephora Quality Way-Nice Price,60,0.466666666666667,#9E6D50,True,60.0,72.0
1666,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,60WY,0.801960784313726,#ECCCAD,True,60.0,67.0
1667,Dior,Diorskin Forever Undercover Foundation,Light Mocha,060,0.456862745098039,#AD603C,True,60.0,73.0
1668,Bite Beauty,Changemaker Supercharged Micellar Foundation,,M60,0.762745098039216,#EBB29A,True,60.0,82.0
1669,Natasha Denona,Foundation X+,WYMedium,60,0.733333333333333,#E0B196,True,60.0,68.0
1670,It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Neutral,61,0.274509803921569,#6A3C22,True,61.0,75.0
1671,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Dark Chocolate,61,0.494117647058824,#9B6B61,True,61.0,66.0
1672,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,61,0.454901960784314,#9F6C49,True,61.0,69.0
1673,It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool,62,0.26078431372549,#603725,True,62.0,75.0
1674,Clinique,Superbalanced Makeup,Porcelain Beige,62,0.97843137254902,#FAFAF9,,62.0,
1675,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Toffee Spice,62,0.53921568627451,#AD7D66,True,62.0,60.0
1676,It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool,63,0.313725490196078,#673F39,True,63.0,75.0
1677,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,063,0.517647058823529,#B27E56,True,63.0,57.0
1678,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Sienna,63,0.476470588235294,#926761,True,63.0,66.0
1679,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,63,0.409803921568627,#896448,True,63.0,69.0
1680,It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool,64,0.333333333333333,#644846,True,64.0,75.0
1681,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Mocha,64,0.5,#9E7461,True,64.0,60.0
1682,SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Coffee,64,0.509803921568627,#98736C,True,64.0,70.0
1683,Catrice,HD Liquid Coverage Foundation,Bronze Beige,065,0.464705882352941,#A47349,True,65.0,59.0
1684,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Dark Ebony,65,0.307843137254902,#6A4733,True,65.0,66.0
1685,Bite Beauty,Changemaker Supercharged Micellar Foundation,,M65,0.752941176470588,#E8B298,True,65.0,82.0
1686,Natasha Denona,Face Glow Foundation,MD,65,0.358823529411765,#7D543A,True,65.0,84.0
1687,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,65,0.364705882352941,#805C3A,True,65.0,69.0
1688,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Chestnut,65.5,0.450980392156863,#87625F,True,65.5,66.0
1689,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,65.5,0.325490196078431,#715035,True,65.5,69.0
1690,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,066,0.492156862745098,#AD7A4E,True,66.0,57.0
1691,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Sandalwood,66,0.366666666666667,#745947,True,66.0,66.0
1692,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Mocha Spice,66,0.47843137254902,#96705E,True,66.0,60.0
1693,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Light Espresso,66.5,0.456862745098039,#8D665C,True,66.5,66.0
1694,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,66.5,0.398039215686274,#866645,True,66.5,69.0
1695,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Expresso,67,0.362745098039216,#725647,True,67.0,66.0
1696,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,67,0.352941176470588,#7B5739,True,67.0,69.0
1697,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,068,0.476470588235294,#A8714B,True,68.0,57.0
1698,Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Brulee,WN 68,0.572549019607843,#CB8F59,,68.0,
1699,SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Brownie,68,0.419607843137255,#7B5E5B,True,68.0,66.0
1700,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Deep Mocha,68,0.486274509803922,#967262,True,68.0,60.0
1701,SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,68,0.356862745098039,#7A5A3C,True,68.0,69.0
1702,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,070,0.462745098039216,#A46748,True,70.0,57.0
1703,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,70,0.435294117647059,#A4643A,True,70.0,76.0
1704,Clinique,Superbalanced Makeup,Vanilla,70,0.976470588235294,#F9F9F9,,70.0,
1705,Clinique,Stay Matte Oil-Free Makeup,Vanilla,CN 70,0.674509803921569,#D6A682,,70.0,
1706,Clinique,Beyond Perfecting Foundation + Concealer,Vanilla,CN 70,0.674509803921569,#D6A682,,70.0,
1707,Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Vanilla,CN 70,0.684313725490196,#D9A784,,70.0,
1708,florence by mills,Like a Light Skin Tint,,LM070,0.647058823529412,#D19A79,True,70.0,77.0
1709,ColourPop,Pretty Fresh Foundation,Light,70W,0.731372549019608,#D8B99D,True,70.0,65.0
1710,ZOEVA,Authentik Skin Natural Luminous Foundation,Bright,070N,0.73921568627451,#E8BA91,True,70.0,78.0
1711,Catrice,HD Liquid Coverage Foundation,Toffee Beige,070,0.445098039215686,#A36D40,True,70.0,59.0
1712,Essence,Pretty Natural Hydrating Foundation,Warm Cashew,70,0.605882352941176,#CA986B,True,70.0,79.0
1713,SEPHORA COLLECTION,Matte Perfection Powder Foundation,Mocha Java,70,0.470588235294118,#8E6F62,True,70.0,60.0
1714,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,70WN,0.652941176470588,#C89F85,True,70.0,67.0
1715,Dior,Diorskin Forever Undercover Foundation,Dark Brown,070,0.413725490196078,#98583B,True,70.0,73.0
1716,Bite Beauty,Changemaker Supercharged Micellar Foundation,,M70,0.735294117647059,#E3B094,True,70.0,82.0
1717,Natasha Denona,Foundation X+,WNMedium,70,0.692156862745098,#DEAB83,True,70.0,68.0
1718,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,072,0.42156862745098,#946243,True,72.0,57.0
1719,Clinique,Superbalanced Makeup,Sunny,72,0.976470588235294,#F9F9F9,,72.0,
1720,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,074,0.390196078431373,#8A603D,True,74.0,57.0
1721,Clinique,Stay Matte Oil-Free Makeup,Beige,CN 74,0.633333333333333,#D09B73,,74.0,
1722,Clinique,Beyond Perfecting Foundation + Concealer,Beige,CN 74,0.633333333333333,#D09B73,,74.0,
1723,Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Beige,CN 74,0.57843137254902,#C48A63,,74.0,
1724,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,75Y,0.656862745098039,#E3A66C,True,75.0,67.0
1725,Bite Beauty,Changemaker Supercharged Micellar Foundation,,M75,0.743137254901961,#E8B193,True,75.0,82.0
1726,Josie Maran,Vibrancy Argan Oil Foundation Fluid,Reverent,RG75,0.541176470588235,#A97F6B,True,75.0,74.0
1727,Natasha Denona,Foundation X+,Y Dark,75,0.676470588235294,#DAA67F,True,75.0,68.0
1728,Natasha Denona,Face Glow Foundation,MDY,75,0.488235294117647,#A07E59,True,75.0,84.0
1729,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,076,0.364705882352941,#7F573B,True,76.0,57.0
1730,Clinique,Beyond Perfecting Foundation + Concealer,Toasted Wheat,WN 76,0.568627450980392,#C38B5F,,76.0,
1731,Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Toasted Wheat,WN 76,0.629411764705882,#D39D6E,,76.0,
1732,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,078,0.349019607843137,#77533B,True,78.0,57.0
1733,Clinique,Beyond Perfecting Foundation + Concealer,Nutty,CN 78,0.605882352941176,#CE9467,,78.0,
1734,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep,080,0.329411764705882,#734B35,True,80.0,57.0
1735,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,80,0.329411764705882,#804D28,True,80.0,76.0
1736,Catrice,True Skin Hydrating Foundation,Neutral Pecan,080,0.386274509803922,#935332,True,80.0,58.0
1737,florence by mills,Like a Light Skin Tint,,M080,0.645098039215686,#CA9B7F,True,80.0,77.0
1738,ColourPop,Pretty Fresh Foundation,Medium,80W,0.703921568627451,#D7B490,True,80.0,65.0
1739,ZOEVA,Authentik Skin Natural Luminous Foundation,Brilliant,080W,0.749019607843137,#E7BA97,True,80.0,78.0
1740,Catrice,HD Liquid Coverage Foundation,Caramel Beige,080,0.437254901960784,#996846,True,80.0,59.0
1741,Essence,Pretty Natural Hydrating Foundation,Cool Chai,80,0.6,#C8956A,True,80.0,79.0
1742,Dior,Diorskin Forever Undercover Foundation,Ebony,080,0.36078431372549,#814D37,True,80.0,73.0
1743,Bite Beauty,Changemaker Supercharged Micellar Foundation,,M80,0.709803921568627,#DCA88E,True,80.0,82.0
1744,Josie Maran,Vibrancy Argan Oil Foundation Fluid,Magical,RG80,0.496078431372549,#9E715F,True,80.0,74.0
1745,Natasha Denona,Face Glow Foundation,DR,80,0.545098039215686,#9F8977,True,80.0,84.0
1746,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,81,0.305882352941176,#6C4530,True,81.0,76.0
1747,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep,082,0.325490196078431,#6D4A39,True,82.0,57.0
1748,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,82W,0.670588235294118,#CDAB89,True,82.0,67.0
1749,Natasha Denona,Foundation X+,,82W,0.658823529411765,#D0A580,True,82.0,68.0
1750,ColourPop,Pretty Fresh Foundation,Medium,83C,0.745098039215686,#D9B6A3,True,83.0,65.0
1751,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep,084,0.298039215686275,#644634,True,84.0,57.0
1752,Marc Jacobs Beauty,Re(marc)able Full Cover Foundation Concentrate,Cocoa Medium,84,0.37843137254902,#95532C,True,84.0,87.0
1753,Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,Ivoire N,085,0.937254901960784,#F6EFE8,True,85.0,88.0
1754,ColourPop,Pretty Fresh Foundation,Medium,85N,0.717647058823529,#D4AF9A,True,85.0,65.0
1755,Catrice,HD Liquid Coverage Foundation,Chestnut Beige,085,0.331372549019608,#784B31,True,85.0,59.0
1756,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,85WN,0.637254901960784,#D2A173,True,85.0,67.0
1757,Bite Beauty,Changemaker Supercharged Micellar Foundation,,M85,0.711764705882353,#D9A692,True,85.0,82.0
1758,Josie Maran,Vibrancy Argan Oil Foundation Fluid,Unstoppable,RG85,0.454901960784314,#8F6459,True,85.0,74.0
1759,Natasha Denona,Foundation X+,Wdark,85,0.631372549019608,#CA9B78,True,85.0,68.0
1760,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep,086,0.32156862745098,#6E4A36,True,86.0,57.0
1761,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,86Y,0.598039215686274,#CE9663,True,86.0,67.0
1762,Marc Jacobs Beauty,Re(marc)able Full Cover Foundation Concentrate,Cocoa Deep,86,0.345098039215686,#7E4832,True,86.0,87.0
1763,Natasha Denona,Foundation X+,,86Y,0.490196078431373,#B37947,True,86.0,68.0
1764,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,87W,0.613725490196078,#C99B70,True,87.0,67.0
1765,Natasha Denona,Foundation X+,,87W,0.550980392156863,#B38866,True,87.0,68.0
1766,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep,088,0.290196078431373,#624432,True,88.0,57.0
1767,Natasha Denona,Foundation X+,YDark,88,0.670588235294118,#D0A786,True,88.0,68.0
1768,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,89WY,0.627450980392157,#D19C6F,True,89.0,67.0
1769,KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep,090,0.270588235294118,#5E3C2C,True,90.0,57.0
1770,Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,90,0.258823529411765,#5C3628,True,90.0,76.0
1771,Clinique,Superbalanced Makeup,Sand,90,0.976470588235294,#F9F9F9,,90.0,
